fragment_smiles,COMPOUND_ID,SMILES,FFV_true,ffv_pred,residual,fragment_attr,FFV_confidence,ordinal_level,abs_err
O=COCC1=CC=CC=C1,386866912,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(C)CC(*)=O)cc2)C(=O)OCc2ccccc2)cc1*,0.34264843,0.364725399017334,0.02207696901733397,-0.0075343489646911,high,A,0.02207696901733397
FC(F)F,503797851,*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(C(c9ccc(*)cc9)(C(F)(F)F)C(F)(F)F)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1*,0.36856171,0.368762332201004,0.0002006222010040304,-0.0010173559188842,high,A,0.0002006222010040304
CCCCCCCCOC=O,793830629,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1*,0.35263439,0.3664872884750366,0.013852898475036568,-0.0046458959579467,high,A,0.013852898475036568
CCCCOC=O,1556370617,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCC(*)=O)cc2)C(=O)OCCCC)cc1*,0.3441071,0.3698762953281402,0.025769195328140204,-0.0033364176750183,high,A,0.025769195328140204
O,1827233180,*CCCCCCCCC1C(CCCCCC)C=CC(CCCCCCCC(=O)N*)C1CCCCCCCC(=O)NCCCCCC*,0.38088319,0.3587684571743011,-0.02211473282569887,0.00064497590065,high,A,0.02211473282569887
O,110986650,*CCCCCCCCNC(=O)c1ccc(C(=O)N*)c(Sc2ccccc2)c1*,0.3581334,0.3592231214046478,0.0010897214046478032,-0.0057569086551666,high,A,0.0010897214046478032
CCC,26367456,*Nc1ccc([C@@](C=C)(CC)Cc2cc([C@@](CC)(CCC)Cc3ccc(N*)c(*)c3)ccc2N)cc1,0.35808156,0.3622416079044342,0.004160047904434194,-0.0009069144725799,high,A,0.004160047904434194
CC,1420611006,*CCCC1(C)CCN(C(=O)CCCC(=O)N2CCC(*)(C)CC2)CC1*,0.3501927,0.3665490567684173,0.01635635676841729,-0.0004143595695495,high,A,0.01635635676841729
C,1675542774,*CCC(C)(C)C(*)(C)C*,0.38272137,0.3647282958030701,-0.017993074196929915,-0.0003387510776519,high,A,0.017993074196929915
C1=CC=CC=C1,204710529,*c1cc(-c2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(*)c(*)c5)cc4)cc3)cc2)n[nH]1,0.39032537,0.3723408102989197,-0.017984559701080316,-0.0036734461784362,high,A,0.017984559701080316
CCCC,1462614613,*OP(=O)(Oc1ccc(*)cc1)OC1CCCCC1*,0.35761127,0.3690704882144928,0.011459218214492806,-0.0011880338191986,high,A,0.011459218214492806
CCCCCCO,1077715415,*C=Cc1cc(OCCCCCC)c(*)cc1OC*,0.38047762,0.3706228733062744,-0.009854746693725602,-0.0010932028293609,high,A,0.009854746693725602
C1=CC=CC=C1,1203408030,*Nc1ccc(/C=C/c2ccc(/C=C/c3ccc(N*)c(*)c3)c3ccccc23)cc1,0.3544734,0.3672192513942718,0.012745851394271812,0.0010171771049499,high,A,0.012745851394271812
C1=CC=C2C(=C1)[C@H]1C3=CC=CC=C3[C@@H]2C2=CC=CC=C21,136535007,*Nc1ccc2c(c1N*)[C@H]1c3ccccc3[C@@H]2c2ccccc21,0.37638503,0.3635092556476593,-0.012875774352340719,0.007454490661621,high,A,0.012875774352340719
O,1926938420,*CC(O)CN(*)c1ccccc1*,0.36123033,0.3671827495098114,0.005952419509811402,-0.0012768685817718,high,A,0.005952419509811402
C1=C[C@H]2CC[C@@H]1C2,2084277972,*Nc1ccc(-c2ccc(-c3ccc(N*)c(*)c3)c3c2[C@H]2CC[C@@H]3C2)cc1,0.36155112,0.3619622766971588,0.00041115669715879877,-0.0023419678211212,high,A,0.00041115669715879877
CCC(CC)CC,1335530924,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(CC)CC2)cc1*,0.37532282,0.3702700614929199,-0.005052758507080091,-0.0077360153198242,high,A,0.005052758507080091
C1=CC=CC=C1,440852775,*Nc1ccc(-c2c(-c3ccccc3)cc(N*)c(-c3ccccc3N)c2N)cc1*,0.35040297,0.3664117395877838,0.0160087695877838,0.0007271409034729,high,A,0.0160087695877838
CCC(C(C)(C)C)CC,2070649419,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCC(C(C)(C)C)CC2)cc1*,0.37035787,0.3620011508464813,-0.008356719153518655,-0.0062941670417785,high,A,0.008356719153518655
C1=CC=CC=C1,2117609308,*Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1*,0.38699983,0.3705851674079895,-0.016414662592010465,0.0008233487606048,high,A,0.016414662592010465
CC,1286286715,*CC(*)(C)C(=O)OCCN(CC)c1ccc(N=Nc2nc3ccc([N+]([O])=O)cc3s2)cc1*,0.37343287,0.3671410143375396,-0.006291855662460377,0.0007268965244293,high,A,0.006291855662460377
C1=CC=C2C(=C1)CC1=CC=CC=C12,1301620481,*Nc1ccc2c(c1)C(c1ccc(C)cc1)(c1ccc(C)cc1)c1cc(N*)ccc1-2,0.38337526,0.3646989941596985,-0.01867626584030152,-0.0069968700408935,high,A,0.01867626584030152
O,895465907,*CCCCCCCCNC(=O)c1cccc(C(=O)N*)c1*,0.34757271,0.3654964566230774,0.017923746623077386,-0.0015833914279937,high,A,0.017923746623077386
O,1860317687,*Nc1ccc(NC(=O)CCCCCCCCC(*)=O)cc1*,0.34362682,0.357018780708313,0.013391960708313,0.0011076509952545,high,A,0.013391960708313
CC(C)CO,559219019,*COC(=O)C(*)C(C(=O)OC)C(C*)OCC(C)C,0.36220084,0.3634366035461426,0.0012357635461425764,-0.0015518069267272,high,A,0.0012357635461425764
C1=CC=CC=C1,1079236284,*Nc1ccc(-c2ccc(C3=CC[C@](N*)(c4ccccc4)C=C3)cc2)cc1*,0.34703022,0.3658848166465759,0.018854596646575905,-0.0004255890846252,high,A,0.018854596646575905
COC(=O)CCCCCCCCCCN1C(=O)C2C3C=CC(C3)C2C1=O,288986880,*CC(COC(=O)CCCCCCCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O*,0.34865046,0.3712275564670563,0.0225770964670563,3.744363784790039e-05,high,A,0.0225770964670563
FC(F)(F)C1=CC=CC=C1,494086930,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccc(C(F)(F)F)cc3)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,0.38566004,0.3750681757926941,-0.010591864207305901,-0.0090194225311279,high,A,0.010591864207305901
CCCCCCCCCCCCCCC[C@@H](C)CCC,115627985,*Nc1ccc(C2(c3ccc(N*)c(*)c3)CCC[C@@H](CCCCCCCCCCCCCCC)C2)cc1,0.36007197,0.3582160592079162,-0.0018559107920838036,-0.0058216094970703,high,A,0.0018559107920838036
C1=CC=CC=C1,900377151,*Nc1ccc(/C(=C(/c2ccccc2)c2ccc(N*)c(*)c2)c2ccccc2)cc1,0.3773241,0.3676871836185455,-0.009636916381454474,0.0038578629493713,high,A,0.009636916381454474
C1=CC=CC=C1,165064963,*Nc1c(CC)cc(Cc2cc(CC)c(N*)c3ccccc23)c2ccccc12,0.36700436,0.3657649457454681,-0.0012394142545318898,0.0013773381710052,high,A,0.0012394142545318898
CNC,1016001230,*CN(C)P(*)(=N*)N(C)C,0.38583819,0.363350510597229,-0.02248767940277102,-0.0021126925945281,high,A,0.02248767940277102
C1=CC=C2C(=C1)C1=CC=CC=C1C21C2=CC=CC=C2C2=CC=CC=C21,402626556,*Nc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(N*)cc21,0.38936549,0.3645793795585632,-0.024786110441436804,0.0066676557064056,high,A,0.024786110441436804
CCC,1649295248,*NC1=CCCC(c2ccc(N*)cc2)=C1c1ccccc1*,0.35914225,0.3681538879871368,0.009011637987136778,-0.001324325799942,high,A,0.009011637987136778
CCOC=O,1947579859,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OCC)cc1*,0.3461508,0.3685819089412689,0.02243110894126893,-0.0023934304714202,high,A,0.02243110894126893
CC1=CC=CC=C1,146716935,*Nc1cccc([C@H](Cc2ccccc2)c2ccc(N*)c(*)c2)c1,0.348692,0.3651574313640594,0.016465431364059424,0.0018960833549499,high,A,0.016465431364059424
CCCCCCCCCCC,1089600845,*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CC4CCC3C4)cc2)cc1*,0.38133865,0.3605321228504181,-0.02080652714958192,-0.010138064622879,high,A,0.02080652714958192
C1=CC=C(C=C1)C1=CC=CC=C1,2147438453,*CCCC1(CCCNC(=O)CCC2(CCC(=O)N*)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,0.35305757,0.3596907019615173,0.0066331319615173245,-0.0001812398433685,high,A,0.0066331319615173245
N#CC1=CC=C(C2=CC=C(OCCCCCCCN(C=O)C=O)C=C2)C=C1,226076507,*C1C(=O)N(CCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,0.35053641,0.3638799905776977,0.013343580577697689,-0.0045711457729339,high,A,0.013343580577697689
C1=CC=CC=C1,103257739,*c1ccc2c(c1)C(=O)N(c1cccc(C(c3ccccc3)(c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)C(F)(F)F)c1)C2=O,0.38996211,0.3701453506946563,-0.019816759305343656,-0.0018747687339782,high,A,0.019816759305343656
O,319319228,*CCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1*,0.34606066,0.3637199580669403,0.017659298066940277,0.0017774641513824,high,A,0.017659298066940277
NC1=CC=C(CCC2=CC=C(N)C=C2)C=C1,547172331,*Nc1ccc([C@@H]2[C@H](c3ccc(N)cc3)[C@@H](c3ccc(N)cc3)[C@H]2c2ccc(N*)c(*)c2)cc1,0.36720973,0.3651743233203888,-0.002035406679611218,0.0028241395950317,high,A,0.002035406679611218
FC(F)(F)C1=CC=CC=C1,2071365385,*CC(*)c1ccccc1C(F)(F)F,0.37373278,0.3698194146156311,-0.003913365384368872,-0.0129513800144195,high,A,0.003913365384368872
C1=CC=C(C=C1)C1=CC=CC=C1,2065383771,*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1*,0.37279646,0.3680931389331817,-0.004703321066818311,-0.0001940429210662,high,A,0.004703321066818311
CCCCCCCC,1835012454,*COC(=O)C(*)(C*)CCCCCCCC,0.38929213,0.3657648742198944,-0.023527255780105616,9.477734565734864e-05,high,A,0.023527255780105616
O=CCC=O,390859311,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)CC(=O)N(*)C4=S)cc3)c2)cc1*,0.36549422,0.3686978578567504,0.0032036378567504298,-0.0005431115627288,high,A,0.0032036378567504298
O=C(C1=CC=CC=C1)C1=CC=CC=C1,2147438923,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1*,0.36880796,0.3702497541904449,0.0014417941904449338,0.0019625663757324,high,A,0.0014417941904449338
CC1=C(C)C(C)(C)C2=CC=CC=C12,247440971,*NCc1cccc(-c2cccc(C/C=C(/c3ccccc3)c3cc4c(cc3N*)C(C)(C)c3ccccc3-4)c2)c1*,0.36399382,0.3646776378154754,0.0006838178154753849,-0.0001068770885467,high,A,0.0006838178154753849
O=C(O)C1=CC=CC=C1,680463465,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1*,0.37707713,0.3691654503345489,-0.007911679665451088,0.0012320220470428,high,A,0.007911679665451088
CC1=CC=CC=C1,1791321384,*Nc1ccc([C@]2(c3ccccc3C)C=C[C@](N*)(c3ccccc3)C=C2)cc1*,0.35212894,0.3641601383686065,0.0120311983686065,-0.002212518453598,high,A,0.0120311983686065
NC1=CC=CC=C1,1132377613,*NC1=CC=C(C(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N*)cc2)CC1*,0.35797409,0.3635072827339172,0.005533192733917169,0.0031730949878692,high,A,0.005533192733917169
ClCCl,1290242331,*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1*,0.37391919,0.3666722238063812,-0.007246966193618809,-0.0005359947681427,high,A,0.007246966193618809
C1=CC=C2C(=C1)C1=CC=CC=C1[C@]21C2=CC=CC=C2C2=CC=CC=C21,289030100,*Nc1ccc2c(c1)-c1ccccc1[C@]21c2ccccc2-c2ccc(N*)cc21,0.38578532,0.3647419691085815,-0.02104335089141851,0.0086872100830078,high,A,0.02104335089141851
N#CC1=CC=C(C2=CC=C(OCCCCN(C=O)C=O)C=C2)C=C1,178586120,*C1C(=O)N(CCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,0.34432797,0.3675892949104309,0.023261324910430925,-0.0008618175983428,high,A,0.023261324910430925
C1=CC=C(OC2=CC=CC=C2)C=C1,2147438492,*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccc(Oc3ccccc3)cc2)cc1*,0.36783158,0.3492984652519226,-0.018533114748077395,-0.017081594467163,high,A,0.018533114748077395
NC1=CC=CC=C1,1588401171,*Nc1ccc(C(CCC(c2ccc(N)cc2)c2ccc(N*)c(*)c2)c2ccc(N)cc2)cc1,0.35794575,0.3645062029361725,0.006560452936172467,0.0003508508205413,high,A,0.006560452936172467
CC(C)COC=O,1638921879,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC(*)=O)cc2)C(=O)OCC(C)C)cc1*,0.3422569,0.3634084463119507,0.02115154631195071,-0.0033725321292877,high,A,0.02115154631195071
CCCCCC,2102097019,*Nc1ccc([C@H](CCCCCC)c2ccc(CCc3ccc([C@@H](CCCCCC)c4ccc(N*)c(*)c4)cc3)cc2)cc1,0.36359418,0.3639103829860687,0.00031620298606871433,0.0016719162464141,high,A,0.00031620298606871433
CC,630629376,*Oc1ccc(Cc2ccc(OC(=O)OCC3CCC(COC(*)=O)CC3)cc2)cc1*,0.35373109,0.3669094681739807,0.013178378173980654,-0.0007002055644989,high,A,0.013178378173980654
C1NCC2C3=CC=CC=C3CCC12,563896548,*c1cc(C(=O)OCCC)cc(N2C(=O)CC(C3Cc4ccccc4C4C(=O)N(*)C(=O)C43)C2=O)c1*,0.36325394,0.3702024638652801,0.00694852386528011,0.0017200529575347,high,A,0.00694852386528011
NC(=O)C1=CC=CC=C1,2147439059,*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)NC(=O)c5ccccc54)cc3)c2)cc1*,0.35684437,0.3717259049415588,0.014881534941558805,0.0033023595809936,high,A,0.014881534941558805
CCC,2147438651,*Nc1ccc(C(C)(c2ccc(N*)c(*)c2)C(C)C)cc1,0.35465545,0.3631508469581604,0.008495396958160428,-0.0008668720722198,high,A,0.008495396958160428
NC1=CC=CC=C1,1376172701,*Nc1ccc(-c2ccc(N)cc2C)c(CCC(C)(c2ccc(N)cc2)c2ccc(N*)c(*)c2)c1,0.36703698,0.3646306455135345,-0.002406334486465489,0.0004731953144073,high,A,0.002406334486465489
CC=O,1381195647,*c1ccc(NC2CC(=O)N(c3ccc(Cc4ccc(N5C(=O)CC(Nc6ccc(-c7nc(-c8ccc(C=Cc9ccc([N+]([O])=O)cc9)cc8)[nH]c7*)cc6)C5=O)cc4)cc3)C2=O)cc1*,0.37470794,0.3729166269302368,-0.0017913130697632118,0.0008953988552093,high,A,0.0017913130697632118
CCCC,2147438903,*Oc1ccc(C(CCCC)(CCCC)c2ccc(OC(*)=O)cc2)cc1*,0.38524755,0.373095840215683,-0.01215170978431701,0.003090214729309,high,A,0.01215170978431701
CCC1CCCCC1C,195040498,*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)CCC3CCCCC3C2)cc1*,0.387972,0.3626375198364258,-0.025334480163574202,-0.0041071593761444,high,A,0.025334480163574202
O=C(OCCC1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)C1CCCC1,915222222,*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C2)C1*,0.37725216,0.3602339148521423,-0.017018245147857713,-0.0082014679908752,high,A,0.017018245147857713
CC1=CC=CC=C1C,244803582,*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1*,0.35353153,0.3682505130767822,0.01471898307678221,0.0023677229881286,high,A,0.01471898307678221
C,1233557380,*CCCC(*)(C)C*,0.39381473,0.3665588200092315,-0.02725590999076849,-0.0006771683692932,high,A,0.02725590999076849
CC1(C)OC(=C(C#N)C#N)C(C#N)=C1C=CC1=CC=C2C(=C1)C1=CC=CC=C1N2CCCCCCCCCCOC=O,156526173,*CC(*)(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)ccc21,0.37456116,0.3616968631744385,-0.012864296825561505,-0.0182142794132232,high,A,0.012864296825561505
O=CCCCCC=O,1468461975,*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1*,0.36953337,0.3700294613838196,0.0004960913838195635,-0.0004732310771942,high,A,0.0004960913838195635
C1=C[C@@H]2[C@H]3C4=CC=CC=C4[C@H](C4=CC=CC=C43)[C@@H]2C=C1,1070754450,*NC1=C[C@@H]2[C@H]3c4cc(N*)ccc4[C@H](c4cc(N)ccc43)[C@@H]2C=C1*,0.37404178,0.364530885219574,-0.009510894780425994,0.0051002204418182,high,A,0.009510894780425994
CC,187577688,*CCCC(CC)CCNC(=O)c1ccc(C(=O)N*)cc1*,0.34121483,0.3588800549507141,0.017665224950714098,0.0001726925373077,high,A,0.017665224950714098
C1=CC=C(C=C1)C1=CC=CC=C1,1320165565,*Nc1cc(C)c(C2(c3c(C)cc(N*)c(*)c3C)c3ccccc3-c3ccccc32)c(C)c1,0.3801695,0.3657249271869659,-0.014444572813034073,-0.0003232419490814,high,A,0.014444572813034073
FC(F)F,656702107,*Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1*,0.37833818,0.3687465012073517,-0.009591678792648328,0.0004070281982421,high,A,0.009591678792648328
C1=CC2(CCC1)C1=CC=CC=C1C1=CC=CC=C12,386257654,*Nc1ccc2c(c1)-c1cc(N*)ccc1C21C=CCCC1*,0.36307465,0.3628225088119506,-0.0002521411880493929,0.005064982175827,high,A,0.0002521411880493929
C1CC[C@H]2C[C@@H]1CC([C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)C2,135571738,*Nc1ccc(C2(c3ccc(N*)c(*)c3)[C@@H]3C[C@H]4C[C@@H](C3)C[C@]2([C@]23C[C@H]5C[C@H](C[C@H](C5)C2)C3)C4)cc1,0.36595891,0.365250551700592,-0.0007083582994080184,0.0012192130088806,high,A,0.0007083582994080184
NC1=CC=CC=C1,1634561399,*Nc1ccc(C(c2ccc(N*)c(*)c2)c2ccccc2N)cc1,0.3535621049999999,0.365355920791626,0.011793815791626083,0.0020731210708618,high,A,0.011793815791626083
C1=CC=CC=C1,389198623,*C(=O)c1ccc(C(=O)N(*)c2ccccc2)cc1*,0.38571493,0.3726691722869873,-0.013045757713012696,-0.0004350662231445,high,A,0.013045757713012696
C1=CC=C(C2=CC=CC=C2)C=C1,1860497514,*Nc1ccc(-c2c(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c(N*)c(-c3ccc(-c4ccccc4)cc3)c2-c2ccc(-c3ccccc3)cc2)cc1*,0.36269909,0.3704132258892059,0.0077141358892058864,0.0007061004638671,high,A,0.0077141358892058864
O=CN(C1CCCCC1)C=O,2147438300,*C1C(=O)N(C2CCCCC2)C(=O)C1*,0.39675252,0.3707089304924011,-0.026043589507598885,0.0022578179836273,high,A,0.026043589507598885
Cl,1984190839,*CCC=C(*)Cl,0.39969952,0.3864419460296631,-0.013257573970336889,-0.0006112933158874,high,A,0.013257573970336889
CCCCCCCCCCCC,1098329316,*CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1*,0.34491692,0.3710185885429382,0.02610166854293816,0.0057041883468627,high,A,0.02610166854293816
CC,2147438498,*CCCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1*,0.34798992,0.3570592164993286,0.009069296499328583,-0.0009353637695312,high,A,0.009069296499328583
C=CCCC,24351648,*Nc1ccc(C2(c3ccc(N*)c(*)c3)C=CCCC2)cc1,0.34884686,0.3623739123344421,0.013527052334442125,-0.0016668438911437,high,A,0.013527052334442125
O,1467252065,*CC(O)CCCCC(O)CN(*)c1ccc(N(C)C)cc1*,0.35960485,0.3622881472110748,0.0026832972110747977,-0.0011359512805938,high,A,0.0026832972110747977
O=COCCCCCN1C2=CC=CC=C2C2=CC=CC=C21,1052403305,*CC(*)C(=O)OCCCCCn1c2ccccc2c2ccccc21,0.3540605,0.3693181157112121,0.015257615711212091,-0.0133884370326995,high,A,0.015257615711212091
O=CO,228476998,*c1ccc(C(C#N)(C(=O)O)C(*)(C#N)C(=O)O)cc1*,0.35362996,0.3747370660305023,0.021107106030502254,0.0008257985115051,high,A,0.021107106030502254
C,611092350,*CC1(C)c2ccc(N*)c(N*)c2C(C)(C)C1(C)C,0.36414557,0.3608709931373596,-0.003274576862640377,-0.000167292356491,high,A,0.003274576862640377
COC=O,1851842760,*COC(=O)C(*)C(C(=O)OC)C(C*)OCC,0.35037859,0.3643544971942901,0.013975907194290094,-0.0003269910812377,high,A,0.013975907194290094
CC(C)C,134957671,*OC(=O)C(CC(C)C)NC(=O)CCCCC(=O)NC(CC(C)C)C(=O)OC1COC2C(*)COC12*,0.34245153,0.3662740051746368,0.023822475174636815,-0.0004281163215637,high,A,0.023822475174636815
CC,1436896741,*CC(*)(C)C(=O)OCCN(CC)c1ccccc1*,0.36250293,0.3687204957008362,0.006217565700836203,-0.0054125845432281,high,A,0.006217565700836203
C,2147438550,*NCC1(C)CC(N*)CC(C)(C)C1*,0.34576246,0.369394850730896,0.023632390730896013,-0.000439715385437,high,A,0.023632390730896013
CCCCN(C=O)C=O,345530183,*CC(C)(C)C1C(=O)N(CCCC)C(=O)C1*,0.35157211,0.3734333395957946,0.021861229595794618,-0.0027275562286376,high,A,0.021861229595794618
C1NCC2C3=CC=CC=C3CCC12,378689716,*c1cc(C(=O)OCCCC)cc(N2C(=O)CC(C3Cc4ccccc4C4C(=O)N(*)C(=O)C43)C2=O)c1*,0.36220805,0.3690053105354309,0.0067972605354308935,0.0011543214321136,high,A,0.0067972605354308935
CCC(C)CC,2136833669,*Nc1ccc([C@H](C)c2ccc(C3(c4ccc([C@@H](C)c5ccc(N*)c(*)c5)cc4)CCC(C)CC3)cc2)cc1,0.36603759,0.361697793006897,-0.004339796993103051,-0.0030473887920379,high,A,0.004339796993103051
CC1=CC=CC=C1,1249625777,*CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO*)C(C)C)C(C)C*,0.34386538,0.3573502898216247,0.013484909821624702,0.000299334526062,high,A,0.013484909821624702
FC1=CC=CC=C1,982011392,*Oc1ccc(C(=Cc2cc(OC)c(C=C(c3ccc(*)cc3)c3ccc(F)cc3)cc2OC)c2ccc(F)cc2)cc1*,0.38359708,0.3695403814315796,-0.0140566985684204,0.0013582289218902,high,A,0.0140566985684204
C1=CC2=C(C=C1)OCO2,1116045273,*CC(*)c1cccc2c1OCO2,0.35639333,0.3683334827423096,0.011940152742309584,-0.014437311887741,high,A,0.011940152742309584
